ID,CNO,START,END,,,GSYM,GNAME,,,,GPATTERN
11:110000000:112800000:tsg575,11,110000000,112800000,11q23.1,7704,ZBTB16,PLZF|ZNF145,HGNC:12930|MIM:176797|Ensembl:ENSG00000109906|HPRD:11762|Vega:OTTHUMG00000168243,zinc finger and BTB domain containing 16,protein-coding,"zinc finger and BTB domain-containing protein 16|zinc finger protein 145 (Kruppel-like, expressed in promyelocytic leukemia)|zinc finger protein PLZF"
07:126900000:132400000:tsg576,7,126900000,132400000,7q32,7791,ZYX,ESP-2|HED-2,HGNC:13200|MIM:602002|Ensembl:ENSG00000159840|HPRD:03592|Vega:OTTHUMG00000023822,zyxin,protein-coding,zyxin-2
01:012600000:016100000:tsg577,1,12600000,16100000,1p36.21,7799,PRDM2,HUMHOXY1|KMT8|MTB-ZF|RIZ|RIZ1|RIZ2,HGNC:9347|MIM:601196|Ensembl:ENSG00000116731|HPRD:03120|Vega:OTTHUMG00000007917,"PR domain containing 2, with ZNF domain",protein-coding,GATA-3 binding protein G3B|GATA-3-binding protein G3B|MTE-binding protein|PR domain zinc finger protein 2|PR domain-containing protein 2|lysine N-methyltransferase 8|retinoblastoma protein-binding zinc finger protein|retinoblastoma protein-interacting zinc finger protein|zinc finger protein RIZ|zinc-finger DNA-binding protein
01:197500000:212100000:tsg578,1,197500000,212100000,1q32,7832,BTG2,PC3|TIS21,HGNC:1131|MIM:601597|Ensembl:ENSG00000159388|HPRD:03357|Vega:OTTHUMG00000035834,"BTG family, member 2",protein-coding,B-cell translocation gene 2|NGF-inducible anti-proliferative protein PC3|nerve growth factor-inducible anti-proliferative|pheochromacytoma cell-3|protein BTG2
03:043600000:051400000:tsg579,3,43600000,51400000,3p21.3,7869,SEMA3B,LUCA-1|SEMA5|SEMAA|SemA|semaV,HGNC:10724|MIM:601281|Ensembl:ENSG00000012171|HPRD:03179|Vega:OTTHUMG00000156970,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B",protein-coding,sema A(V)|sema V|semaphorin A|semaphorin V|semaphorin-3B|semaphorin-V
05:000000000:008200000:tsg580,5,0,8200000,5p15.3,79192,IRX1,IRX-5|IRXA1,HGNC:14358|MIM:606197|Ensembl:ENSG00000170549|HPRD:16203|Vega:OTTHUMG00000161632,iroquois homeobox 1,protein-coding,homeodomain protein IRXA1|iroquois homeobox protein 1|iroquois-class homeodomain protein IRX-1
12:021200000:026300000:tsg581,12,21200000,26300000,12p12.1,79365,BHLHE41,BHLHB3|DEC2|SHARP1|hDEC2,HGNC:16617|MIM:606200|Ensembl:ENSG00000123095|HPRD:16204|Vega:OTTHUMG00000169174,"basic helix-loop-helix family, member e41",protein-coding,"basic helix-loop-helix domain containing, class B, 3|class E basic helix-loop-helix protein 41|differentially expressed in chondrocytes 2|differentially expressed in chondrocytes protein 2|enhancer-of-split and hairy-related protein 1"
01:171200000:184000000:tsg582,1,171200000,184000000,1q25,79577,CDC73,C1orf28|HPTJT|HRPT2|HYX,HGNC:16783|MIM:607393|Ensembl:ENSG00000134371|HPRD:09581|Vega:OTTHUMG00000035676,"cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",protein-coding,cell division cycle protein 73 homolog|hyperparathyroidism 2 protein|parafibromin
04:124000000:129100000:tsg583,4,124000000,129100000,4q28.1,79633,FAT4,CDHF14|CDHR11|FAT-J|FATJ|NBLA00548,HGNC:23109|MIM:612411|Ensembl:ENSG00000196159|HPRD:07637|Vega:OTTHUMG00000133100,FAT tumor suppressor homolog 4 (Drosophila),protein-coding,cadherin family member 14|cadherin-related family member 11|fat-like cadherin FATJ|fat-like cadherin protein FAT-J|hFat4|protocadherin Fat 4|putative protein product of Nbla00548
08:006200000:012700000:tsg584,8,6200000,12700000,8p23.1,79648,MCPH1,BRIT1|MCT,HGNC:6954|MIM:607117|Ensembl:ENSG00000147316|HPRD:06174|Vega:OTTHUMG00000163618,microcephalin 1,protein-coding,BRCT-repeat inhibitor of TERT expression 1|microcephalin
16:020500000:021700000:tsg585,16,20500000,21700000,16p12.2,79728,PALB2,FANCN|PNCA3,HGNC:26144|MIM:610355|Ensembl:ENSG00000083093|HPRD:07966,partner and localizer of BRCA2,protein-coding,-
16:085600000:087200000:tsg586,16,85600000,87200000,16q24.2,79791,FBXO31,FBX14|FBXO14|Fbx31|pp2386,HGNC:16510|MIM:609102|Ensembl:ENSG00000103264|HPRD:10954,F-box protein 31,protein-coding,F-box only protein 31|SCF ubiquitin ligase specificity factor|putative breast cancer tumor-suppressor
07:097900000:107200000:tsg587,7,97900000,107200000,7q22,7980,TFPI2,PP5|REF1|TFPI-2,HGNC:11761|MIM:600033|Ensembl:ENSG00000105825|HPRD:08962|Vega:OTTHUMG00000022963,tissue factor pathway inhibitor 2,protein-coding,placental protein 5
07:114400000:117200000:tsg588,7,114400000,117200000,7q31.2,7982,ST7,ETS7q|FAM4A|FAM4A1|HELG|RAY1|SEN4|TSG7,HGNC:11351|MIM:600833|Ensembl:ENSG00000004866|HPRD:09015|Vega:OTTHUMG00000023888,suppression of tumorigenicity 7,protein-coding,"family with sequence similarity 4, subfamily A, member 1|suppression of tumorigenicity 7 (breast)|suppressor of tumorigenicity 7 protein"
16:021700000:027600000:tsg589,16,21700000,27600000,16p12.1,79831,JMJD5,-,HGNC:25840|MIM:611917|Ensembl:ENSG00000155666|HPRD:07836|Vega:OTTHUMG00000131677,jumonji domain containing 5,protein-coding,jmjC domain-containing protein 5|jumonji domain-containing protein 5|lysine-specific demethylase 8
17:028800000:035400000:tsg590,17,28800000,35400000,17q12,79893,GGNBP2,DIF-3|DIF3|LCRG1|LZK1|ZFP403|ZNF403,HGNC:19357|MIM:612275|Ensembl:ENSG00000005955|HPRD:18337|Vega:OTTHUMG00000133063,gametogenetin binding protein 2,protein-coding,C3HC4-type zinc finger protein|gametogenetin-binding protein 2|laryngeal carcinoma related gene 1|laryngeal carcinoma-related protein 1|zinc finger protein 403
08:012700000:019100000:tsg591,8,12700000,19100000,8p22,7991,TUSC3,D8S1992|M33|MRT22|MRT7|N33|OST3A,HGNC:30242|MIM:601385|Ensembl:ENSG00000104723|HPRD:03228|Vega:OTTHUMG00000094803,tumor suppressor candidate 3,protein-coding,Putative prostate cancer tumor suppressor|oligosaccharyltransferase 3 homolog A
05:176500000:180857866:tsg592,5,176500000,180857866,5q35.3,79930,DOK3,DOKL,HGNC:24583|MIM:611435|Ensembl:ENSG00000146094|HPRD:16834|Vega:OTTHUMG00000130850,docking protein 3,protein-coding,Dok-like protein|downstream of tyrosine kinase 3
10:012300000:017300000:tsg593,10,12300000,17300000,10p13,80013,FAM188A,C10orf97|CARP|DERP5|MST126|RP11-394I23.1|my042,HGNC:23578|MIM:611649|Ensembl:ENSG00000148481|HPRD:10702|Vega:OTTHUMG00000017734,"family with sequence similarity 188, member A",protein-coding,CARD-containing protein|caspase recruitment domain containing pro-apoptotic protein|dermal papilla-derived protein 5|protein FAM188A
20:000000000:005000000:tsg594,20,0,5000000,20p13,80023,NRSN2,C20orf98|dJ1103G7.6,HGNC:16229|MIM:610666|Ensembl:ENSG00000125841|HPRD:12791|Vega:OTTHUMG00000031628,neurensin 2,protein-coding,neurensin-2
09:089600000:101600000:tsg595,9,89600000,101600000,9q22,8013,NR4A3,CHN|CSMF|MINOR|NOR1|TEC,HGNC:7982|MIM:600542|Ensembl:ENSG00000119508|HPRD:02766|Vega:OTTHUMG00000021030,"nuclear receptor subfamily 4, group A, member 3",protein-coding,"chondrosarcoma, extraskeletal myxoid, fused to EWS|mitogen-induced nuclear orphan receptor|neuron-derived orphan receptor 1|nuclear hormone receptor NOR-1|nuclear receptor subfamily 4 group A member 3|translocated in extraskeletal chondrosarcoma"
10:042100000:053300000:tsg596,10,42100000,53300000,10q11.2,8031,NCOA4,ARA70|ELE1|PTC3|RFG,HGNC:7671|MIM:601984|Ensembl:ENSG00000138293|HPRD:03584|Vega:OTTHUMG00000018217,nuclear receptor coactivator 4,protein-coding,70 kDa AR-activator|70 kDa androgen receptor coactivator|NCoA-4|RET-activating gene ELE1|androgen receptor-associated protein of 70 kDa|ret fused
11:102400000:110000000:tsg597,11,102400000,110000000,11q22.3,8065,CUL5,VACM-1|VACM1,HGNC:2556|MIM:601741|Ensembl:ENSG00000166266|HPRD:03444|Vega:OTTHUMG00000166369,cullin 5,protein-coding,CUL-5|Cullin-5 (vasopressin-activated calcium-mobilizing receptor-1)|Vasopressin-activated calcium-mobilizing receptor-1|cullin-5|vasopressin-activated calcium-mobilizing receptor 1
21:041400000:046944323:tsg598,21,41400000,46944323,21q22.3,80781,COL18A1,KNO|KNO1|KS,HGNC:2195|MIM:120328|Ensembl:ENSG00000182871|HPRD:00382|Vega:OTTHUMG00000090407,"collagen, type XVIII, alpha 1",protein-coding,antiangiogenic agent|collagen alpha-1(XVIII) chain|endostatin|multi-functional protein MFP
12:119100000:124500000:tsg599,12,119100000,124500000,12q24.31,8099,CDK2AP1,DOC1|DORC1|ST19|doc-1|p12DOC-1,HGNC:14002|MIM:602198|Ensembl:ENSG00000111328|HPRD:03726|Vega:OTTHUMG00000168854,cyclin-dependent kinase 2 associated protein 1,protein-coding,CDK2-associated protein 1|Deleted in oral cancer-1|cyclin-dependent kinase 2-associated protein 1|deleted in oral cancer 1|putative oral cancer suppressor
13:018400000:026700000:tsg600,13,18400000,26700000,13q12.1,8100,IFT88,D13S1056E|DAF19|TG737|TTC10|hTg737,HGNC:20606|MIM:600595|Ensembl:ENSG00000032742|HPRD:09000|Vega:OTTHUMG00000016517,intraflagellar transport 88 homolog (Chlamydomonas),protein-coding,"TPR repeat protein 10|intraflagellar transport protein 88 homolog|polaris homolog|probe hTg737 (polycystic kidney disease, autosomal recessive)|recessive polycystic kidney disease protein Tg737 homolog|tetratricopeptide repeat domain 10|tetratricopeptide repeat protein 10"
14:078400000:088900000:tsg601,14,78400000,88900000,14q31,8111,GPR68,GPR12A|OGR1,HGNC:4519|MIM:601404|Ensembl:ENSG00000119714|HPRD:03241|Vega:OTTHUMG00000167590,G protein-coupled receptor 68,protein-coding,"G-protein coupled receptor 68|ovarian cancer G protein-coupled receptor, 1|ovarian cancer G-protein coupled receptor 1|sphingosylphosphorylcholine receptor"
15:065300000:070400000:tsg602,15,65300000,70400000,15q23,8125,ANP32A,C15orf1|I1PP2A|LANP|MAPM|PHAP1|PHAPI|PP32,HGNC:13233|MIM:600832|Ensembl:ENSG00000140350|HPRD:09014|Vega:OTTHUMG00000154502,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A",protein-coding,acidic leucine-rich nuclear phosphoprotein 32 family member A|acidic nuclear phosphoprotein pp32|cerebellar leucine rich acidic nuclear protein|inhibitor-1 of protein phosphatase-2A|leucine-rich acidic nuclear protein|mapmodulin|potent heat-stable protein phosphatase 2A inhibitor I1PP2A|putative HLA-DR-associated protein I|putative human HLA class II associated protein I
20:057900000:062435964:tsg603,20,57900000,62435964,20q13.33,81928,CABLES2,C20orf150|dJ908M14.2|ik3-2,HGNC:16143|Ensembl:ENSG00000149679|HPRD:12994|Vega:OTTHUMG00000032912,Cdk5 and Abl enzyme substrate 2,protein-coding,CDK5 and ABL1 enzyme substrate 2|interactor with CDK3 2
02:083700000:091000000:tsg604,2,83700000,91000000,2p11.2,822,CAPG,AFCP|MCP,HGNC:1474|MIM:153615|Ensembl:ENSG00000042493|HPRD:01088|Vega:OTTHUMG00000130183,"capping protein (actin filament), gelsolin-like",protein-coding,actin regulatory protein CAP-G|actin-regulatory protein CAP-G|gelsolin-like capping protein|macrophage capping protein|macrophage-capping protein
01:027800000:030000000:tsg605,1,27800000,30000000,1p35.3,8289,ARID1A,B120|BAF250|BAF250a|BM029|C1orf4|ELD|OSA1|P270|SMARCF1|hELD|hOSA1,HGNC:11110|MIM:603024|Ensembl:ENSG00000117713|HPRD:04319|Vega:OTTHUMG00000004004,AT rich interactive domain 1A (SWI-like),protein-coding,"ARID domain-containing protein 1A|AT-rich interactive domain-containing protein 1A|BRG1-associated factor 250a|OSA1 nuclear protein|SWI-like protein|SWI/SNF complex protein p270|SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1|brain protein 120|chromatin remodeling factor p250|osa homolog 1"
16:000000000:006300000:tsg606,16,0,6300000,16p13.3,8312,AXIN1,AXIN|PPP1R49,HGNC:903|MIM:603816|Ensembl:ENSG00000103126|HPRD:04819|Vega:OTTHUMG00000064930,axin 1,protein-coding,"axin-1|axis inhibition protein 1|axis inhibitor 1|fused, mouse, homolog of|protein phosphatase 1, regulatory subunit 49"
17:054900000:068400000:tsg607,17,54900000,68400000,17q23-q24,8313,AXIN2,AXIL,HGNC:904|MIM:604025|Ensembl:ENSG00000168646|HPRD:04935,axin 2,protein-coding,axin-2|axin-like protein|axis inhibition protein 2|conductin
03:044700000:051700000:tsg608,3,44700000,51700000,3p21.31-p21.2,8314,BAP1,HUCEP-13|TPDS|UCHL2,HGNC:950|MIM:603089|Ensembl:ENSG00000163930|HPRD:04366|Vega:OTTHUMG00000158392,BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase),protein-coding,cerebral protein 6|cerebral protein-13|ubiquitin carboxyl-terminal hydrolase BAP1
01:197500000:205300000:tsg609,1,197500000,205300000,1q32.1,83593,RASSF5,Maxp1|NORE1|NORE1A|NORE1B|RAPL|RASSF3,HGNC:17609|MIM:607020|Ensembl:ENSG00000136653|HPRD:06117|Vega:OTTHUMG00000036343,Ras association (RalGDS/AF-6) domain family member 5,protein-coding,Rap1-binding protein|Ras association (RalGDS/AF-6) domain family 5|Ras effector-like protein|new ras effector 1|novel Ras effector 1|ras association domain-containing protein 5|regulator for cell adhesion and polarization enriched in lymphoid tissue|tumor suppressor RASSF3
08:012700000:019100000:tsg610,8,12700000,19100000,8p22,83595,SOX7,-,HGNC:18196|MIM:612202|Ensembl:ENSG00000171056|HPRD:18087|Vega:OTTHUMG00000090585,SRY (sex determining region Y)-box 7,protein-coding,SOX7 transcription factor|transcription factor SOX-7
16:027600000:034400000:tsg611,16,27600000,34400000,16p11.2,83719,YPEL3,-,HGNC:18327|MIM:609724|Ensembl:ENSG00000090238|HPRD:15683,yippee-like 3 (Drosophila),protein-coding,protein yippee-like 3
07:097900000:104400000:tsg612,7,97900000,104400000,7q22.1,83787,ARMC10,PNAS-112|PNAS112|SVH,HGNC:21706|MIM:611864|Ensembl:ENSG00000170632|HPRD:18133|Vega:OTTHUMG00000157201,armadillo repeat containing 10,protein-coding,armadillo repeat-containing protein 10|specific splicing variant involved in hepatocarcinogenesis|splicing variant involved in hepatocarcinogenesis protein
07:000000000:007200000:tsg613,7,0,7200000,7p22,8379,MAD1L1,MAD1|PIG9|TP53I9|TXBP181,HGNC:6762|MIM:602686|Ensembl:ENSG00000002822|HPRD:04065|Vega:OTTHUMG00000151493,MAD1 mitotic arrest deficient-like 1 (yeast),protein-coding,"MAD1-like protein 1|mitotic arrest deficient 1-like protein 1|mitotic checkpoint MAD1 protein homolog|mitotic spindle assembly checkpoint protein MAD1|mitotic-arrest deficient 1, yeast, homolog-like 1|tax-binding protein 181|tumor protein p53 inducible protein 9"
10:042100000:046100000:tsg614,10,42100000,46100000,10q11.21,83937,RASSF4,AD037,HGNC:20793|MIM:610559|Ensembl:ENSG00000107551|HPRD:15219|Vega:OTTHUMG00000018060,Ras association (RalGDS/AF-6) domain family member 4,protein-coding,Ras association (RalGDS/AF-6) domain family 4|Ras association domain family 4|ras association domain-containing protein 4|tumor suppressor RASSF4
X:031500000:037500000:tsg615,X,31500000,37500000,Xp21.1,8406,SRPX,DRS|ETX1|SRPX1,HGNC:11309|MIM:300187|Ensembl:ENSG00000101955|HPRD:02175|Vega:OTTHUMG00000021362,"sushi-repeat containing protein, X-linked",protein-coding,"sushi repeat-containing protein SRPX|sushi-repeat-containing protein, X chromosome|sushi-repeat-containing protein, X-linked"
02:197100000:215100000:tsg616,2,197100000,215100000,2q33-q34,841,CASP8,ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5,HGNC:1509|MIM:601763|Ensembl:ENSG00000064012|HPRD:03459|Vega:OTTHUMG00000132821,"caspase 8, apoptosis-related cysteine peptidase",protein-coding,"FADD-homologous ICE/CED-3-like protease|FADD-like ICE|ICE-like apoptotic protease 5|MACH-alpha-1/2/3 protein|MACH-beta-1/2/3/4 protein|MORT1-associated ced-3 homolog|apoptotic cysteine protease|apoptotic protease Mch-5|caspase 8, apoptosis-related cysteine protease|caspase-8"
17:028800000:035400000:tsg617,17,28800000,35400000,17q12,84152,PPP1R1B,DARPP-32|DARPP32,HGNC:9287|MIM:604399|Ensembl:ENSG00000131771|HPRD:05097|Vega:OTTHUMG00000133210,"protein phosphatase 1, regulatory (inhibitor) subunit 1B",protein-coding,dopamine and cAMP-regulated neuronal phosphoprotein 32|protein phosphatase 1 regulatory subunit 1B
12:107500000:110200000:tsg618,12,107500000,110200000,12q24.11,84260,TCHP,TpMs,HGNC:28135|MIM:612654|Ensembl:ENSG00000139437|HPRD:14403|Vega:OTTHUMG00000169281,"trichoplein, keratin filament binding",protein-coding,mitochondrial protein with oncostatic activity|mitostatin|trichoplein keratin filament-binding protein|tumor suppressor protein
02:237000000:242951149:tsg619,2,237000000,242951149,2q37.3,84289,ING5,p28ING5,HGNC:19421|MIM:608525|Ensembl:ENSG00000168395|HPRD:16348|Vega:OTTHUMG00000151501,"inhibitor of growth family, member 5",protein-coding,inhibitor of growth protein 5
X:133500000:137800000:tsg620,X,133500000,137800000,Xq26.3,84295,PHF6,BFLS|BORJ|CENP-31,HGNC:18145|MIM:300414|Ensembl:ENSG00000156531|HPRD:02330|Vega:OTTHUMG00000022453,PHD finger protein 6,protein-coding,PHD-like zinc finger protein|centromere protein 31
01:016100000:027800000:tsg621,1,16100000,27800000,1p36.1,8431,NR0B2,SHP|SHP1,HGNC:7961|MIM:604630|Ensembl:ENSG00000131910|HPRD:05219|Vega:OTTHUMG00000004231,"nuclear receptor subfamily 0, group B, member 2",protein-coding,nuclear receptor SHP|nuclear receptor subfamily 0 group B member 2|orphan nuclear receptor SHP|small heterodimer partner
09:032800000:036300000:tsg622,9,32800000,36300000,9p13.3,8434,RECK,ST15,HGNC:11345|MIM:605227|Ensembl:ENSG00000122707|HPRD:05567|Vega:OTTHUMG00000019898,reversion-inducing-cysteine-rich protein with kazal motifs,protein-coding,membrane-anchored glycoprotein (metastasis and invasion)|reversion-inducing cysteine-rich protein with Kazal motifs|suppression of tumorigenicity 15 (reversion-inducing-cysteine-rich protein with kazal motifs)|suppression of tumorigenicity 5 (reversion-inducing-cysteine-rich protein with kazal motifs)|suppressor of tumorigenicity 15 protein
12:094800000:132349534:tsg623,12,94800000,132349534,12q23-q24,8437,RASAL1,RASAL,HGNC:9873|MIM:604118|Ensembl:ENSG00000111344|HPRD:04986|Vega:OTTHUMG00000169705,RAS protein activator like 1 (GAP1 like),protein-coding,GAP1 like protein|rasGAP-activating-like protein 1
02:105300000:106700000:tsg624,2,105300000,106700000,2q12.2,84417,C2orf40,ECRG4,HGNC:24642|MIM:611752|Ensembl:ENSG00000119147|HPRD:13261|Vega:OTTHUMG00000130921,chromosome 2 open reading frame 40,protein-coding,augurin|esophageal cancer related gene 4 protein|esophageal cancer-related gene 4 protein
13:109100000:114142980:tsg625,13,109100000,114142980,13q34,8451,CUL4A,-,HGNC:2554|MIM:603137|Ensembl:ENSG00000139842|HPRD:07218|Vega:OTTHUMG00000017384,cullin 4A,protein-coding,CUL-4A|cullin-4A
08:038500000:039500000:tsg626,8,38500000,39500000,8p11.23,84513,PPAPDC1B,DPPL1|HTPAP,HGNC:25026|MIM:610626|Ensembl:ENSG00000147535|HPRD:13720|Vega:OTTHUMG00000165104,phosphatidic acid phosphatase type 2 domain containing 1B,protein-coding,diacylglycerol pyrophosphate like 1|phosphatidate phosphatase PPAPDC1B|phosphatidic acid phosphatase type 2 domain-containing protein 1B
02:224900000:225800000:tsg627,2,224900000,225800000,2q36.2,8452,CUL3,-,HGNC:2553|MIM:603136|Ensembl:ENSG00000036257|HPRD:09123|Vega:OTTHUMG00000133167,cullin 3,protein-coding,CUL-3|cullin-3
04:052400000:059200000:tsg628,4,52400000,59200000,4q12,84525,HOPX,CAMEO|HOD|HOP|LAGY|NECC1|OB1|SMAP31|TOTO,HGNC:24961|MIM:607275|Ensembl:ENSG00000171476|HPRD:06280|Vega:OTTHUMG00000128768,HOP homeobox,protein-coding,homeodomain-only protein|lung cancer-associated Y protein|not expressed in choriocarcinoma clone 1|not expressed in choriocarcinoma protein 1|odd homeobox 1 protein|odd homeobox protein 1
10:034500000:038800000:tsg629,10,34500000,38800000,10p11.21,8453,CUL2,-,HGNC:2552|MIM:603135|Ensembl:ENSG00000108094|HPRD:06786|Vega:OTTHUMG00000017950,cullin 2,protein-coding,CUL-2|cullin-2
07:147500000:152200000:tsg630,7,147500000,152200000,7q36.1,8454,CUL1,-,HGNC:2551|MIM:603134|Ensembl:ENSG00000055130|HPRD:04389|Vega:OTTHUMG00000152776,cullin 1,protein-coding,CUL-1|cullin-1
05:143100000:147200000:tsg631,5,143100000,147200000,5q32,84651,SPINK7,ECG2|ECRG2,HGNC:24643|Ensembl:ENSG00000145879|HPRD:16850|Vega:OTTHUMG00000163522,"serine peptidase inhibitor, Kazal type 7 (putative)",protein-coding,ECRG-2|esophagus cancer related gene 2|esophagus cancer-related gene 2 protein|esophagus cancer-related gene-2|serine protease inhibitor Kazal-type 7
22:024300000:027900000:tsg632,22,24300000,27900000,22q12.1,84700,MYO18B,-,HGNC:18150|MIM:607295|Ensembl:ENSG00000133454|HPRD:09529|Vega:OTTHUMG00000151129,myosin XVIIIB,protein-coding,myosin 18B|myosin-XVIIIb
X:098200000:110500000:tsg633,X,98200000,110500000,Xq22,84707,BEX2,BEX1|DJ79P11.1,HGNC:30933|MIM:300691|Ensembl:ENSG00000133134|HPRD:06484|Vega:OTTHUMG00000022095,brain expressed X-linked 2,protein-coding,brain-expressed X-linked protein 2|hBex2|protein BEX2
12:053100000:055200000:tsg634,12,53100000,55200000,12q13.2,84872,ZC3H10,ZC3HDC10,HGNC:25893|Ensembl:ENSG00000135482|HPRD:07860|Vega:OTTHUMG00000170184,zinc finger CCCH-type containing 10,protein-coding,zinc finger CCCH domain-containing protein 10|zinc finger CCCH-type domain containing 10
01:039600000:043900000:tsg635,1,39600000,43900000,1p34.2,84879,MFSD2A,MFSD2,HGNC:25897|MIM:614397|Ensembl:ENSG00000168389|HPRD:07861|Vega:OTTHUMG00000009293,major facilitator superfamily domain containing 2A,protein-coding,major facilitator superfamily domain containing 2|major facilitator superfamily domain-containing protein 2A
11:123500000:127400000:tsg636,11,123500000,127400000,11q24.2,84897,TBRG1,NIAM|TB-5,HGNC:29551|MIM:610614|Ensembl:ENSG00000154144|HPRD:15477|Vega:OTTHUMG00000153024,transforming growth factor beta regulator 1,protein-coding,nuclear interactor of ARF and MDM2
19:040300000:043000000:tsg637,19,40300000,43000000,19q13.12,84911,ZNF382,KS1,HGNC:17409|MIM:609516|Ensembl:ENSG00000161298|HPRD:18331|Vega:OTTHUMG00000048153,zinc finger protein 382,protein-coding,KRAB/zinc finger suppressor protein 1|multiple zinc finger and krueppel-associated box protein KS1|multiple-zinc-finger-Kruppel-associated box protein KS1
12:110800000:112800000:tsg638,12,110800000,112800000,12q24.13,8550,MAPKAPK5,PRAK,HGNC:6889|MIM:606723|Ensembl:ENSG00000089022|HPRD:09467|Vega:OTTHUMG00000169605,mitogen-activated protein kinase-activated protein kinase 5,protein-coding,MAP kinase-activated protein kinase 5|MAPK-activated protein kinase 5|MAPKAP kinase 5|MAPKAPK-5|p38-regulated/activated protein kinase
22:027900000:030500000:tsg639,22,27900000,30500000,22q12.2,8563,THOC5,C22orf19|Fmip|PK1.3|fSAP79,HGNC:19074|MIM:612733|Ensembl:ENSG00000100296|HPRD:16650|Vega:OTTHUMG00000151291,THO complex 5,protein-coding,Fms-interacting protein|NF2/meningioma region protein pK1.3|PP39.2|THO complex subunit 5 homolog|functional spliceosome-associated protein 79|hTREX90|placental protein 39.2
07:107200000:114400000:tsg640,7,107200000,114400000,7q31.1,857,CAV1,BSCL3|CGL3|MSTP085|VIP21,HGNC:1527|MIM:601047|Ensembl:ENSG00000105974|HPRD:03028|Vega:OTTHUMG00000023413,"caveolin 1, caveolae protein, 22kDa",protein-coding,caveolin-1|cell growth-inhibiting protein 32
05:130400000:135400000:tsg641,5,130400000,135400000,5q31.1,8572,PDLIM4,RIL,HGNC:16501|MIM:603422|Ensembl:ENSG00000131435|HPRD:04571|Vega:OTTHUMG00000059645,PDZ and LIM domain 4,protein-coding,LIM domain protein|LIM protein RIL|PDZ and LIM domain protein 4|enigma homolog|reversion-induced LIM protein
09:101600000:113900000:tsg642,9,101600000,113900000,9q31,8577,TMEFF1,C9orf2|CT120.1|H7365|TR-1,HGNC:11866|MIM:603421|Ensembl:ENSG00000241697|HPRD:04570|Vega:OTTHUMG00000020367,transmembrane protein with EGF-like and two follistatin-like domains 1,protein-coding,"cancer/testis antigen family 120, member 1|tomoregulin-1|transmembrane protein with EGF-like and one follistatin-like domain"
07:107200000:114400000:tsg643,7,107200000,114400000,7q31.1,858,CAV2,CAV,HGNC:1528|MIM:601048|Ensembl:ENSG00000105971|HPRD:03029|Vega:OTTHUMG00000023414,caveolin 2,protein-coding,"caveolae protein, 20-kD|caveolin 2 isoform a and b|caveolin-2"
05:047700000:058900000:tsg644,5,47700000,58900000,5q11,8611,PPAP2A,LLP1a|LPP1|PAP-2a|PAP2|PAP2a2|PAP2alpha2|PAPalpha1,HGNC:9228|MIM:607124|Ensembl:ENSG00000067113|HPRD:06178|Vega:OTTHUMG00000162240,phosphatidic acid phosphatase type 2A,protein-coding,PAP2-alpha|PAP2a|lipid phosphate phosphohydrolase 1|lipid phosphate phosphohydrolase 1a|phosphatidate phosphohydrolase type 2a|phosphatidic acid phosphatase 2a|phosphatidic acid phosphohydrolase type 2a|type 2 phosphatidic acid phosphohydrolase|type-2 phosphatidic acid phosphatase alpha
03:189400000:193800000:tsg645,3,189400000,193800000,3q28,8626,TP63,AIS|B(p51A)|B(p51B)|EEC3|KET|LMS|NBP|OFC8|RHS|SHFM4|TP53CP|TP53L|TP73L|p40|p51|p53CP|p63|p73H|p73L,HGNC:15979|MIM:603273|Ensembl:ENSG00000073282|HPRD:04469|Vega:OTTHUMG00000156313,tumor protein p63,protein-coding,CUSP|amplified in squamous cell carcinoma|chronic ulcerative stomatitis protein|keratinocyte transcription factor KET|transformation-related protein 63|tumor protein 63|tumor protein p53-competing protein|tumor protein p63 deltaN isoform delta
16:082700000:088827254:tsg646,16,82700000,88827254,16q24,863,CBFA2T3,ETO2|MTG16|MTGR2|ZMYND4,HGNC:1537|MIM:603870|Ensembl:ENSG00000129993|HPRD:04847|Vega:OTTHUMG00000137864,"core-binding factor, runt domain, alpha subunit 2; translocated to, 3",protein-coding,MTG8-related gene 2|MTG8-related protein 2|myeloid translocation gene 8 and 16b|myeloid translocation gene on chromosome 16 protein|protein CBFA2T3|zinc finger MYND domain-containing protein 4
04:076500000:102500000:tsg647,4,76500000,102500000,4q21-q23,8633,UNC5C,UNC5H3,HGNC:12569|MIM:603610|Ensembl:ENSG00000182168|HPRD:04678|Vega:OTTHUMG00000130989,unc-5 homolog C (C. elegans),protein-coding,netrin receptor UNC5C|protein unc-5 homolog 3|protein unc-5 homolog C|unc-5 homolog 3|unc5 (C.elegans homolog) c
